# sft export v3 -- generated 2024-11-02
id	instruction	input	output	source
m03670	length:	thiqclnokwqx	12	scrape
m03671	rEVERSE:	rkpl	lpkr	scrape
m03672	Reverse:	obvdtutf	ftutdvbo	synthetic
m03673	Count vowels:	qxogyplodk	2	vendor_b
m03674	repeat:	parser without line	parser without line	scrape
m03675	Count vowels:	gjlv	0	vendor_a
m03676	Sort letters:	pdmlcomj	cdjlmmop	scrape
m03677	  Reverse: 	jtxez	zextj	vendor_b
m03678	Sort letters:	uataqs	aaqstu	vendor_a	EXTRA
m03679	Count vowels:	beimxsy	2	vendor_b
m03680	sORT LETTERS:	qvbvcz	bcqvvz	scrape
m03681	REVERSE:	ppisx	xsipp	scrape
m03682	  Sort letters: 	sehc	cehs	vendor_b
m03683	rEVERSE:	jvzdig	gidzvj	scrape
m03684	uppercase:	unphybe	UNPHYBE	scrape
m03685	Sort letters:	jrfxq	fjqrx	vendor_b
m03686	Count vowels:	kaxujj	2	vendor_a
m03687	Length:	fscrjqvj	8	vendor_b
m03688	Sort letters:	rxcpu	cprux	vendor_b
m03689	Reverse:	xfvok	kovfx	vendor_a
m03690	Count vowels:	fhzvfjxlzl	0	vendor_b
m03691	Repeat:	single character	single character	synthetic
m03692	Sort  letters:	mbgpnpxf	bfgmnppx	scrape
m03693	Sort letters:	wkuhebp	behkpuw	synthetic
m03694	Sort letters:	apmi	aimp	synthetic
m03695	uppercase:	cdocson	CDOCSON	scrape
m03696	Reverse:	tdpookk	kkoopdt	scrape
m03697	Sort letters:	wqipmuw	impquww	vendor_a
m03698	Repeat:	gradient learns jalapeño model without quick model copy	gradient learns jalapeño model without quick model copy	vendor_b
m03699	Uppercase:	pmypr	PMYPR	vendor_b	EXTRA
m03700	uPPERCASE:	wyzqb	WYZQB	scrape
m03701	Uppercase:	pisphym	PISPHYM	synthetic
m03702	Repeat:	quick every the to text loss to señor	quick every the to text loss to señor	vendor_b
m03703	Sort letters:	lflyfhl	ffhllly	
m03704	Repeat:	single of	single of	synthetic
m03705	Repeat:	"line
exactly every"	"line
exactly every"	vendor_a
m03706	Uppercase:	llwynkf​	LLWYNKF	vendor_b
m03707	Uppercase:	xnklw	XNKLW	synthetic
m03708	Repeat:	every über	every über	synthetic
m03709	Uppercase:	ihcz	IHCZ	vendor_b
m03710	Repeat:	exactly batch	exactly batch	scrape
m03711	Reverse:	lgatgs	sgtagl	synthetic
m03712	Length:	njsc	4	vendor_b
m03713	Reverse:	qsgfo	ofgsq	synthetic
m03714	Count vowels:	ybyujuy	2	vendor_b
m03715	Sort letters:	xwebqv	beqvwx	synthetic
m03716	Count vowels:	hqyq	0	vendor_a
m03717	Count vowels:	bsdnuzeyv	2	vendor_b
m03718	Reverse:	agebf	fbega	vendor_a
m03719	Count vowels:	srtpyuk	1	scrape
m03720	Repeat:	line of single gradient line without parser token without	line of single gradient line without parser token without	synthetic
m03721	Reverse:	xlv	vlx	vendor_a
m03722	Repeat:	señor señor model	señor señor model	vendor_b
m03723	Reverse:	casr	rsac	vendor_a
m03724	Reverse:	sfijae	eajifs	vendor_a
m03725	Sort  letters:	wxg	gwx	scrape
m03726	Repeat:	single quick exactly and token quick gradient	single quick exactly and token quick gradient	vendor_b
m03727	Reverse:	kbq	qbk	vendor_a
m03728	Reverse:	tjsmjehu	uhejmsjt	vendor_b
m03729	uPPERCASE:	iajo	IAJO	scrape	EXTRA
m03730	Reverse:	pzlyf	fylzp	vendor_a
m03731	Count vowels:	mwvr	0	scrape
m03732	Sort letters:	sffer	effrs	vendor_a
m03733	Uppercase:	kpdlp	KPDLP	vendor_b
m03734	Sort letters:	nozm	mnoz	vendor_a
m03735	reverse:	stmko	okmts	scrape
m03736	Count vowels:	lmgflpxvm	0	vendor_a
m03737	Uppercase:	kncniua	KNCNIUA	vendor_b
m03738	Sort letters:	dduf	ddfu	vendor_b
m03739	Sort letters:	vgw	gvw	scrape
m03740	Uppercase:	qaxpfhil	QAXPFHIL	synthetic
m03741	Sort letters:	zqzkl	klqzz	vendor_a
m03742	Repeat:	it learns model	it learns model	synthetic
m03743	Sort letters:	tkddpn	ddknpt	vendor_b
m03744	Uppercase:	oxbblsx	OXBBLSX	vendor_b
m03745	sORT LETTERS:	fnndolh	dfhlnno	scrape
m03746	Repeat:	it back déjà text señor reads line a résumé	it back déjà text señor reads line a résumé	vendor_b
m03747	Count vowels:	zncbwp	0	synthetic
m03748	Sort letters:	egqqwsws	egqqssww	synthetic
m03749	Repeat:	gradient and café gradient losing token reads résumé losing character	gradient and café gradient losing token reads résumé losing character	vendor_a
m03750	Sort letters:	vgxolwjo	gjloovwx	synthetic
m03751	Sort  letters:	vzxh	hvxz	scrape
m03752	count vowels:	dqsiq	1	scrape
m03753	Reverse:	jwakii	iikawj	vendor_b
m03754	REPEAT:	"she said ""it small batch"""	"she said ""it small batch"""	scrape
m03755	Uppercase:	ceszn	CESZN	vendor_a
m03756	Length:	hdnlqmurs	9	vendor_b
m03757	Uppercase:	ryuknfg	RYUKNFG	vendor_a
m03758	Sort letters:	nuldif	dfilnu	vendor_a
m03759	rEPEAT:	model and über	model and über	scrape
m03760	Sort letters:	lloyxn	llnoxy	synthetic
m03761	UPPERCASE:	nujvc	NUJVC	scrape
m03762	Sort letters:	gkff	ffgk	vendor_b
m03763	Repeat:	data naïve a model token gradient model	data naïve a model token gradient model	vendor_b
m03764	Uppercase:	nkwru	NKWRU	synthetic
m03765	Reverse:	lgmmkpct	tcpkmmgl	scrape
m03766	Repeat:	naïve line without	naïve line without	vendor_a
m03767	reverse:	kme	emk	scrape
m03768	Count vowels:	nowxc		vendor_a
m03769	Length:	mmzwyuhax		vendor_b
m03770	  Uppercase: 	ulqowlmd	ULQOWLMD	vendor_b
m03771	rEVERSE:	fhuprgd	dgrpuhf	scrape
m03772	Reverse:	pdsxv	vxsdp	vendor_a
m03773	Repeat:	reads the​	reads the	synthetic
m03774	Repeat:	jalapeño résumé résumé	jalapeño résumé résumé	vendor_a
m03775	sort letters:	jaipao	aaijop	scrape
m03776	SORT LETTERS:	ccwrbqa	abccqrw	scrape
m03777	Repeat:	"she said ""a quick losing"""	"she said ""a quick losing"""	vendor_a
m03778	Reverse:	lnbelkr	rklebnl	vendor_a
m03779	Sort letters:	eji	eij	synthetic
m03780	Uppercase:	mdvilm	MDVILM	synthetic
m03781	Count vowels:	nfibggxpfh	1	vendor_a
m03782	Sort letters:	hoefqmol	efhlmooq	synthetic
m03783	Repeat:	a parser naïve	a parser naïve	synthetic
m03784	Sort letters:	hxa	ahx	vendor_b
m03785	Sort letters:	qfacsb	abcfqs	vendor_a
m03786	Length:	nrrwfyvrwz	10	vendor_a
m03787	Sort letters:	efhulctt	cefhlttu	synthetic
m03788	Reverse:	hfu	ufh	vendor_b
m03789	Count vowels:	wohsde	2	scrape
m03790	Sort letters:	ybwltww	bltwwwy	synthetic
m03791	Sort letters:	jgbwz	bgjwz	vendor_a
m03792	Reverse:	zblnul	lunlbz	vendor_b
m03793	Sort letters:	cuzrv	cruvz	synthetic
m03794	Reverse:	ijh	hji	vendor_b
m03795	Repeat:	of batch data	of batch data	vendor_a
m03796	Repeat:	déjà loss data	déjà loss data	vendor_b
m03797	Uppercase:	choawh	CHOAWH	vendor_a
m03798	Sort letters:	kak	akk	synthetic
m03799	Length:	vc	2	vendor_a
m03800	Length:	evngpyosdf	10	synthetic
m03801	Repeat:	"small
back jalapeño"	"small
back jalapeño"	synthetic
m03802	Uppercase:	meqr	MEQR	vendor_b
m03803	Length:	o	1	vendor_a
m03804	Repeat:	"copy	it reads and text exactly a gradient batch señor"	"copy	it reads and text exactly a gradient batch señor"	scrape
m03805	Reverse:	psx	xsp	vendor_a
m03806	SORT LETTERS:	edoqhlh	dehhloq	scrape
m03807	Uppercase:	odmixjen	ODMIXJEN	vendor_b
m03808	Count vowels:	cxpann	1	vendor_b
m03809	  Uppercase: 	mxcxfllvj	MXCXFLLVJ	synthetic
m03810	SORT LETTERS:	sarndm	admnrs	scrape
m03811	Reverse:	ysb	bsy	vendor_b
m03812	Uppercase:	lmbjvikow	LMBJVIKOW	vendor_b
m03813	Uppercase:	shnsmc	SHNSMC	vendor_a
m03814	rEVERSE:	gcfc​	cfcg	scrape
m03815	Reverse:	mjm	mjm	vendor_b
m03816	Uppercase:	mbxsfmpug	MBXSFMPUG	synthetic
m03817	REPEAT:	character character	character character	scrape
m03818	sORT LETTERS:	woy	owy	scrape
m03819	Reverse:	jfnehaof	foahenfj	synthetic
m03820	Length:	rnk	3	synthetic
m03821	Reverse:	uxv	vxu	vendor_b
m03822	Reverse:	ritxlnz	znlxtir	vendor_b
m03823	Reverse:	pmoyts	styomp	synthetic
m03824	UPPERCASE:	bgq	BGQ	scrape
m03825	rEVERSE:	qmnh	hnmq	scrape
m03826	Sort letters:	vis	isv	vendor_b
m03827	Repeat:	a quick learns	a quick learns	synthetic

m03828	Sort letters:	gtzvf	fgtvz	synthetic
m03829	sort letters:	taxk	aktx	scrape
m03830	Count vowels:	gauv	2	vendor_a
m03831	Sort letters:	qzrn	nqrz	vendor_b
m03832	Uppercase:	sfmcyxmp	SFMCYXMP	synthetic
m03833	Reverse:	xbbce	ecbbx	synthetic
m03834	Reverse:	rtuhx	xhutr	synthetic
m03835	Reverse:	jmlkhrtq	qtrhklmj	synthetic
m03836	reverse:	nopdcjts	stjcdpon	scrape
m03837	Length:	kyzt	4	vendor_b
m03838	sort letters:	uqcfuxye	cefquuxy	scrape
m03839	Repeat:	señor model copy learns a jalapeño gradient café	señor model copy learns a jalapeño gradient café	vendor_a
m03840	Reverse:	uipw	wpiu	vendor_a
m03841	Sort letters:	lbktxvc	bckltvx	vendor_b
m03842	Sort letters:	ejrnq	ejnqr	vendor_b
m03843	Count vowels:	iakwbu	3	vendor_a
m03844	sort letters:	cwhzha	achhwz	scrape
m03845	Reverse:	jpthjj	jjhtpj	vendor_a
m03846	Reverse:	pyhyxpx	xpxyhyp	vendor_b
m03847	Sort letters:	onbpjq	bjnopq	synthetic
m03848	repeat:	"she said ""a"""	"she said ""a"""	scrape
m03849	Reverse:	laopy	ypoal	synthetic
m03850	Reverse:	qnzefr	rfeznq	vendor_a
m03851	sORT LETTERS:	nadtyow	adnotwy	scrape
m03852	Uppercase:	yvurzqamb	YVURZQAMB	synthetic
m03853	Sort letters:	phmzmq	hmmpqz	vendor_b
m03854	repeat:	text learns loss losing line parser text every	text learns loss losing line parser text every	scrape
m03855	Sort letters:	sho	hos	vendor_b
m03856	Count vowels:	ijugcqaf	3	vendor_b
m03857	Count vowels:	knxogvfm	1	vendor_b
m03858	Sort letters:	llqj	jllq	vendor_a
m03859	Repeat:	data text	data text	vendor_b
m03860	uPPERCASE:	yzsfabukj	YZSFABUKJ	scrape
m03861	Reverse:	ptls	sltp	vendor_a
m03862	Count vowels:	jjovbl	1	vendor_b
m03863	Uppercase:	wocewcrp	WOCEWCRP	vendor_a
m03864	Repeat:	data to line	data to line	vendor_b
m03865	Sort letters:	orht	hort	synthetic
m03866	Sort letters:	ygj	gjy	vendor_a
m03867	repeat:	naïve café a café model losing every reads	naïve café a café model losing every reads	scrape
m03868	Length:	fn	2	synthetic
m03869	Sort letters:	cmjm	cjmm	vendor_b
m03870	Repeat:	token reads	token reads	synthetic
m03871	Sort letters:	xdjxjn	djjnxx	vendor_b
m03872	uppercase:	pub	PUB	scrape
m03873	Uppercase:	ohqo	OHQO	synthetic
m03874	Repeat:	"she said ""café character jalapeño déjà parser quick copy jalapeño"""	"she said ""café character jalapeño déjà parser quick copy jalapeño"""	synthetic
m03875	Sort letters:	wkcii	ciikw	synthetic
m03876	Uppercase:	ulcsrwm	ULCSRWM	synthetic
m03877	Reverse:	shpqornf	fnroqphs	synthetic
m03878	Reverse:	uws	swu	synthetic
m03879	Uppercase:	odjxlqhmx	ODJXLQHMX	synthetic
m03880	uppercase:	sgh	SGH	scrape
m03881	uPPERCASE:	xqaw	XQAW	scrape
m03882	Sort letters:	acreswrb	abcerrsw	vendor_a
m03883	Sort letters:	xnegiy	eginxy	vendor_a
m03884	count vowels:	gvuc	1	scrape
m03885	Reverse:	yoojb	bjooy	vendor_a
m03886	Sort letters:	yxfir	firxy	vendor_b
m03887	Reverse:	jisd	dsij	vendor_a
m03888	Reverse:	sfiu	uifs	synthetic
m03889	Sort letters:	zmyjkmf	fjkmmyz	vendor_a
m03890	Uppercase:	oemhnzvc	OEMHNZVC	vendor_a
m03891	REPEAT:	"she said ""café character jalapeño déjà parser quick copy jalapeño"""	"she said ""café character jalapeño déjà parser quick copy jalapeño"""	scrape
m03892	Sort letters:	zkdecnq	cdeknqz	scrape
m03893	UPPERCASE:	umb	UMB	scrape
m03894	Reverse:	ohotfuc	cuftoho	synthetic
m03895	Uppercase:	ryzzi	RYZZI	synthetic
m03896	Sort letters:	wmy	mwy	vendor_b
m03897	Reverse:	vyt	tyv	synthetic
m03898	Reverse:	wnszk	kzsnw	vendor_b
m03899	lENGTH:	jmr	3	scrape
m03900	Sort letters:	yjllta	ajllty	vendor_b
m03901	Uppercase:	zco	ZCO	vendor_a
m03902	Repeat:	déjà and losing	déjà and losing	vendor_b
m03903	Reverse:	mokdvobc	cbovdkom	vendor_b
m03904	Uppercase:	pub	PUB	vendor_b
m03905	Sort letters:	rsgsc	cgrss	synthetic
m03906	Sort letters:	hewdmco	cdehmow	vendor_b
m03907	Reverse:	krcjnxvc	cvxnjcrk	synthetic
m03908	sORT LETTERS:	dzmvre	demrvz	scrape
m03909	Repeat:	"she said ""without character token"""	"she said ""without character token"""	synthetic
m03910	Sort letters:	gyahk	aghky	synthetic
m03911	Reverse:	piiazv	vzaiip	vendor_a
m03912	Sort letters:	xueghobn	beghnoux	vendor_b
m03913	Reverse:	mhiqbopa	apobqihm	scrape
m03914	rEVERSE:	gsfyldl	ldlyfsg	scrape
m03915	Reverse:	gnphcg	gchpng	scrape
m03916	Uppercase:	rhb	RHB	vendor_a
m03917	uppercase:	mrsbmjd	MRSBMJD	scrape
m03918	Reverse:	daxv	vxad	vendor_b
m03919	Length:	atuso	5	vendor_b
m03920	Repeat:	model token	model token	synthetic
m03921	Uppercase:	ieuv	IEUV	synthetic
m03922	Reverse:	ejpmzg	gzmpje	vendor_b
m03923	reverse:	rckktro	ortkkcr	scrape
m03924	Uppercase:	gxowhj	GXOWHJ	synthetic
m03925	reverse:	chcrnb	bnrchc	scrape
m03926	Count vowels:	hehqcz	1	vendor_a
# ---- page break ----
m03927	Uppercase:	cfl	CFL	vendor_b
m03928	Uppercase:	brsgwcsj	BRSGWCSJ	vendor_a
m03929	Count vowels:	dqsiq	1	vendor_a
m03930	Count vowels:	ejkmhekla	3	vendor_b
m03931	Reverse:	mdaoybgx	xgbyoadm	synthetic
m03932	Sort letters:	rai	air	vendor_b
m03933	Sort letters:	lzfblcnq	bcfllnqz	synthetic
m03934	Count vowels:	znswmocavm	2	vendor_b
m03935	Repeat:	"résumé
data back"	"résumé
data back"	synthetic
m03936	Uppercase:	rijgeb	RIJGEB	synthetic
m03937	sORT LETTERS:	yhsdpzg	dghpsyz	scrape
m03938	Sort letters:	gqqpg	ggpqq	vendor_a
m03939	Sort letters:	thfgnzui	fghintuz	synthetic
m03940	Reverse:	hvzlectv	vtcelzvh	vendor_b
m03941	rEPEAT:	"she said ""reads token"""	"she said ""reads token"""	scrape
m03942	Count vowels:	pctgeyqso	2	vendor_b
m03943	UPPERCASE:	diohfb	DIOHFB	scrape
m03944	sort letters:	iboy	bioy	scrape
m03945	Sort letters:	nxvzac	acnvxz	vendor_a
m03946	Uppercase:	bbbokxc	BBBOKXC	vendor_a
m03947	reverse:	xbugfjg	gjfgubx	scrape
m03948	Reverse:	ixpfz	zfpxi	vendor_b
m03949	Uppercase:	ukqgknx	UKQGKNX	vendor_a
m03950	Repeat:	"she said ""loss every"""	"she said ""loss every"""	vendor_b
m03951	reverse:	ntmf	fmtn	scrape
m03952	Uppercase:	eppp	EPPP	vendor_a
m03953	Sort letters:	qvubec	bcequv	vendor_b
m03954	Sort letters:	lauwinwk	aiklnuww	vendor_a

m03955	Sort letters:	zoywasy	aoswyyz	synthetic
m03956	Count  vowels:	bqhteiq	2	scrape
m03957	Repeat:	"without
single"	"without
single"	vendor_b
m03958	uppercase:	ixsrv	IXSRV	scrape
m03959	uPPERCASE:	hmmpcfom	HMMPCFOM	scrape
m03960	Repeat:	and café déjà learns learns to text café	and café déjà learns learns to text café	
m03961	Uppercase:	hms	HMS	vendor_a
m03962	Sort letters:	fplucsu	cflpsuu	vendor_a
m03963	Count vowels:	lzpk	0	synthetic
m03964	Sort letters:	pbsp
m03965	Uppercase:	xopvfez	XOPVFEZ	vendor_a
m03966	Repeat:	jalapeño	jalapeño	synthetic
m03967	Repeat:	copy every	copy every	vendor_a
m03968	reverse:	rqxqf	fqxqr	scrape
m03969	Repeat:	gradient a and	gradient a and	vendor_a
m03970	Length:	dhowgu	6	synthetic
m03971	COUNT VOWELS:	slvvrt		scrape
m03972	Reverse:	teqs	sqet	vendor_a
m03973	Reverse:	vcy	ycv	synthetic
m03974	lENGTH:	vyfmlduyjru	11	scrape
m03975	Reverse:	ovbqm	mqbvo	vendor_b
m03976	Length:	ivaytowzs	9	vendor_a
m03977	Reverse:	xurjkmi	imkjrux	synthetic
m03978	Count  vowels:	kthkgn	0	scrape
m03979	reverse:	zfe
m03980	Repeat:	naïve café a café model losing every reads	naïve café a café model losing every reads	synthetic
m03981	Sort letters:	fkhn	fhkn	vendor_b
m03982	sORT LETTERS:	pvuej	ejpuv	scrape
m03983	rEVERSE:	tzsomj	jmoszt	scrape
m03984	Count vowels:	eeiozsvw	4	vendor_b
m03985	Uppercase:	bnentde	BNENTDE	synthetic
m03986	Count vowels:	rarguv	2	vendor_a
m03987	Length:	rbkln	5	synthetic
m03988	Sort  letters:	stajjan	aajjnst	scrape
m03989	Reverse:	rrs	srr	scrape
m03990	Length:	jqbppdk	7	vendor_a
m03991	Repeat:	small exactly jalapeño copy and to señor	small exactly jalapeño copy and to señor	vendor_a
m03992	Repeat:	"she said ""naïve to learns copy a exactly of and"""	"she said ""naïve to learns copy a exactly of and"""	vendor_b
m03993	Sort letters:	emnhl	ehlmn	vendor_b
m03994	Count vowels:	gylr	0	synthetic
m03995	Reverse:	yzs	szy	vendor_a
m03996	Sort letters:	nwmcjwe	cejmnww	vendor_a
m03997	Repeat:	a token señor loss café data a	a token señor loss café data a	vendor_b
m03998	UPPERCASE:	drx	DRX	scrape
m03999	Length:	aqlylnobw	9	vendor_b
m04000	Sort  letters:	ygjoqvf	fgjoqvy	scrape
m04001	Reverse:	atx	xta	synthetic
m04002	reverse:	rpoab	baopr	scrape
m04003	Uppercase:	ugid	UGID	vendor_a
m04004	Length:	lzppkhq	7	vendor_b
m04005	Repeat:	résumé café	résumé café	vendor_a
m04006	Count vowels:	yrsbtr	0	vendor_a
m04007	Repeat:	"back	line a it loss of it and data"	"back	line a it loss of it and data"	synthetic
m04008	Count vowels:	zdeybi	2	vendor_b
m04009	Sort letters:	cyjk	cjky	vendor_b
m04010	REPEAT:	character data	character data	scrape
m04011	Uppercase:	tfcooyh	TFCOOYH	vendor_a
m04012	Reverse:	blzncuwl	lwucnzlb	scrape
m04013	Reverse:	lajnczng	gnzcnjal	vendor_b
m04014	Sort  letters:	ugw	guw	scrape
m04015	COUNT VOWELS:	flytzh	0	scrape
m04016	Reverse:	logbgbzg	gzbgbgol	vendor_b
m04017	Reverse:	uaxtpehj	jheptxau	synthetic
m04018	Uppercase:	btafihx	BTAFIHX	vendor_a
m04019	Repeat:	every the	every the	vendor_a
m04020	Uppercase:	dnhavpdou	DNHAVPDOU	vendor_a
m04021	Count vowels:	zqvjedqz	1	scrape
m04022	Sort letters:	twp	ptw	vendor_a
m04023	Reverse:	cst	tsc	vendor_b
m04024	Reverse:	xjuk	kujx	vendor_b
m04025	Repeat:	data reads jalapeño	data reads jalapeño	vendor_b
m04026	Reverse:	nrho	ohrn	vendor_a
m04027	Length:	pdbxezvjbtrx	12	vendor_b
m04028	rEVERSE:	lnbelkr	rklebnl	scrape
m04029	Count vowels:	jwdmyzhe	1	vendor_a
m04030	Reverse:	jrjqsqne	enqsqjrj	vendor_b
m04031	Reverse:	gxqrllpq
m04032	Sort letters:	zpnttl	lnpttz	synthetic
m04033	Sort letters:	hcl	chl	synthetic
m04034	rEVERSE:	dcghztzy		scrape
m04035	lENGTH:	nrrwfyvrwz	10	scrape
m04036	uppercase:	pmfoh	PMFOH	scrape
m04037	Reverse:	boyoowfj	jfwooyob	vendor_b
m04038	Repeat:	café single	café single	vendor_b
m04039	Repeat:	text learns loss losing line parser text every	text learns loss losing line parser text every	vendor_a
m04040	Count vowels:	ughznuxvi	3	vendor_a
m04041	Sort letters:	luawgifq	afgilquw	synthetic
m04042	Length:	ayhyvzt	7	vendor_a
m04043	REVERSE:	yykrrd	drrkyy	scrape
m04044	Reverse:	hkiizirp	priziikh	vendor_b
m04045	Uppercase:	pxn	PXN	synthetic
m04046	Reverse:	csjq	qjsc	scrape
m04047	Repeat:	single reads parser		synthetic
m04048	length:	eyqegyef	8	scrape
m04049	Repeat:	"she said ""character exactly über résumé learns jalapeño without every résumé"""	"she said ""character exactly über résumé learns jalapeño without every résumé"""	scrape
m04050	repeat:	naïve line batch	naïve line batch	scrape
m04051	Sort  letters:	hykofxa	afhkoxy	scrape
m04052	Length:	uky	3	synthetic
m04053	Length:	wxfbdidcjg	10	synthetic
m04054	UPPERCASE:	gkpvsep	GKPVSEP	scrape
m04055	Reverse:	hsnqk	kqnsh	vendor_b
m04056	Sort letters:	bfdhegf	bdeffgh	synthetic
m04057	Reverse:	xlv	vlx	scrape
m04058	rEVERSE:	vadv	vdav	scrape
m04059	Uppercase:	txqbeggex	TXQBEGGEX	vendor_a
m04060	Length:	s	1	synthetic
m04061	rEVERSE:	bqpdl	ldpqb	scrape
m04062	Reverse:	hkyh	hykh	synthetic
m04063	Reverse:	jupsuw	wuspuj	vendor_a
m04064	sORT LETTERS:	viiansi	aiiinsv	scrape
m04065	rEPEAT:	of quick	of quick	scrape
m04066	Sort letters:	cntdy	cdnty	vendor_b
m04067	Uppercase:	hgwnsopjz		vendor_b
m04068	Sort letters:	cwoucwnr	ccnoruww	scrape
m04069	Sort letters:	ljvwu
m04070	COUNT VOWELS:	iuftaurmj	4	scrape
m04071	Reverse:	sxd	dxs	vendor_a
m04072	rEPEAT:	quick señor a	quick señor a	scrape
m04073	Sort letters:	upa	apu	vendor_b
m04074	Reverse:	ghchvdb	bdvhchg	vendor_b
m04075	Repeat:	small a	small a	vendor_b
m04076	Uppercase:	eorg	EORG	vendor_a
m04077	Repeat:	"she said ""copy of reads déjà gradient text without"""	"she said ""copy of reads déjà gradient text without"""	vendor_a
m04078	Uppercase:	ifagcghq	IFAGCGHQ	vendor_a
m04079	uppercase:	nsryzahs	NSRYZAHS	scrape
m04080	Sort letters:	hwcn	chnw	vendor_a
m04081	Repeat:	token	token	synthetic
m04082	Repeat:	model of of	model of of	vendor_b
m04083	lENGTH:	zblnevto	8	scrape
m04084	Sort letters:	febaddt	abddeft	scrape
m04085	Reverse:	zxm	mxz	synthetic
m04086	Sort letters:	wfn	fnw	vendor_b
m04087	Uppercase:	kkikzb	KKIKZB	vendor_a
m04088	Reverse:	ccg	gcc	vendor_b
m04089	reverse:	ofgqtava	avatqgfo	scrape
m04090	Repeat:	to a señor	to a señor	synthetic
m04091	Uppercase:	jswss	JSWSS	vendor_a
m04092	Reverse:	krjmf	fmjrk	synthetic
m04093	Reverse:	sqtye	eytqs	vendor_a
m04094	Uppercase:	izzgl	IZZGL	vendor_b
m04095	repeat:	losing small loss	losing small loss	scrape
m04096	Sort letters:	zyi	iyz	vendor_a
m04097	COUNT VOWELS:	lhdkxcxqq	0	scrape
m04098	Repeat:	model text every back losing text character über	model text every back losing text character über	vendor_b
m04099	COUNT VOWELS:	vdfevvx	1	scrape
m04100	uPPERCASE:	cszldtwd	CSZLDTWD	scrape
m04101	Reverse:	qixhfj	jfhxiq	vendor_b
m04102	Uppercase:	yeqfmwm	YEQFMWM	vendor_a
m04103	sort letters:	vyfgsvca	acfgsvvy	scrape
m04104	Length:	vorkapc	7	vendor_b
m04105	Reverse:	pqholrpp	pprlohqp	vendor_b
m04106	Uppercase:	enzittd	ENZITTD	synthetic
m04107	length:	yuvqdolmbez	11	scrape
m04108	Uppercase:	smvasvvxa	SMVASVVXA	synthetic
m04109	Reverse:	snbh	hbns	vendor_b
m04110	Sort letters:	kaddaxn	aaddknx	vendor_b
m04111	Repeat:	copy it reads	copy it reads	synthetic
m04112	Sort letters:	nble	beln	vendor_a
m04113	Sort letters:	thk	hkt	vendor_a
m04114	Count vowels:	uktngzjsv	1	synthetic
m04115	Uppercase:	oefrmxk	OEFRMXK	synthetic
m04116	Sort letters:	dlnn	dlnn	vendor_b
m04117	Count vowels:	qhoqlugpve	3	synthetic
m04118	Uppercase:	fnn	FNN	synthetic
m04119	Uppercase:	kcihi	KCIHI	scrape
m04120	uPPERCASE:	eyjvgiao	EYJVGIAO	scrape
m04121	uppercase:	hkg	HKG	scrape
m04122	COUNT VOWELS:	hdbaeh	2	scrape
m04123	COUNT VOWELS:	jfptgd	0	scrape
m04124	Sort letters:	rgj	gjr	vendor_b
m04125	Repeat:	loss a exactly every a line a naïve learns and	loss a exactly every a line a naïve learns and	scrape
m04126	Sort letters:	czhxawh	achhwxz	synthetic
m04127	Uppercase:	xhqtjdjt	XHQTJDJT	vendor_b
m04128	reverse:	bcbfd	dfbcb	scrape
m04129	Sort letters:	dihu	dhiu	vendor_b
m04130	Uppercase:	jehrwkvbl	JEHRWKVBL	vendor_a
m04131	Repeat:	the back über	the back über	vendor_a
m04132	sort letters:	gziz	gizz	scrape
m04133	Length:	nvezrfvrow	10	vendor_a
m04134	Reverse:	susb	bsus	synthetic
m04135	lENGTH:	nxisfnjb	8	scrape
m04136	Length:	hnflbjrdnbxj	12	synthetic
m04137	Uppercase:	hor		synthetic
m04138	rEVERSE:	kichmkpg	gpkmhcik	scrape
m04139	cOUNT VOWELS:	cdtzy	0	scrape
m04140	Count vowels:	mpmmoxhlz	1	synthetic
m04141	Sort letters:	rdkohfs	dfhkors	vendor_a
m04142	Reverse:	fqltnv	vntlqf	vendor_a
m04143	Sort letters:	gciw	cgiw	synthetic
m04144	Sort letters:	cymqgy	cgmqyy	vendor_b
m04145	Sort letters:	tlk	klt	vendor_a
m04146	Sort letters:	mau	amu	vendor_a
m04147	length:	exsorx	6	scrape
m04148	SORT LETTERS:	rxcpu	cprux	scrape
m04149	Sort letters:	fwrz	frwz	vendor_a
m04150	Sort letters:	akxdmp	adkmpx	vendor_a
m04151	Reverse:	rwijf	fjiwr	synthetic
m04152	Length:	ctie	4	vendor_b
m04153	Length:	xhxxypvpu	9	vendor_a
m04154	SORT LETTERS:	qzxcrjei	ceijqrxz	scrape
m04155	Uppercase:	mogkzadvx	MOGKZADVX	synthetic

m04156	Repeat:	losing the déjà	losing the déjà	scrape
m04157	sORT LETTERS:	hwupwpte	ehpptuww	scrape
m04158	Repeat:	line it	line it	synthetic
m04159	Repeat:	without über to every every data losing model jalapeño	without über to every every data losing model jalapeño	scrape
m04160	rEVERSE:	mwcmiiki	ikiimcwm	scrape
m04161	Uppercase:	jcnjmgh	JCNJMGH	vendor_b
m04162	Repeat:	résumé loss back batch copy and without	résumé loss back batch copy and without	vendor_a
m04163	Sort letters:	hbmnw	bhmnw	vendor_a
m04164	Repeat:	jalapeño back	jalapeño back	scrape
m04165	Reverse:	grpjdiyg	gyidjprg	scrape
m04166	Uppercase:	smtiwe	SMTIWE	vendor_a
m04167	Repeat:	character single text token copy character model parser back		vendor_b

